- - Managed moves,http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/managed-moves.htm
- - Regrading employees (employee request),http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/regrading-employees-employee-request.htm
- - Regrading employees (poor performance),http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/regrading-employees-disciplinary-action.htm
- - Detached duty,http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/detached-duty.htm
- - Interchange,http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/interchange.htm
- - - Interchange in,http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/interchange-in.htm
- - - Returning from interchange,http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/returning-from-interchange.htm
- - Employees going on secondment or loan,http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/employees-going-on-secondment.htm
- Retirement,http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/retirement.htm
- - Partial retirement,http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/partial-etirement.htm
- - Medical retirement,http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/medical-retirement.htm
- References for new employers,http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/request-a-reference.htm
- Fixed term appointments/contracts,http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/end-of-fixed-term-contracts.htm
- Resignation,http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/resignation.htm
- - How to submit,http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/submit-a-resignation.htm
- - How to withdraw,http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/withdrawal-of-resignation.htm
- Departure survey,http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/exit-survey.htm
- Report a death in service,http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/report-a-death-in-service.htm
- Permanent transfer to government department,http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/perm-transfer-gov-dept.htm
- Outside appointments,http://intranet.justice.gsi.gov.uk/guidance-support/my-services/end-employment/outside-appointments.htm
